微博id,微博正文,发布时间,点赞数,转发数,评论数,热度值,关键短语
K36Ynm8Wr,【转发提醒！#猝死有这些身体信号#】猝死分为心源性、肺源性、脑源性等几大类，其中心源性猝死占比最高，达80%。当下，#一半以上猝死者为中青年人#。专家提醒，猝死发生前的身体信号包括持续觉得胸口不舒服，爬楼或走路稍快感觉胸闷气短，突然眼前一黑倒下几秒，直系亲属有猝死的发生等等。详戳↓↓  http://t.cn/A6tM3zs5 ,2021-02-22,453236,37020,24233,32.17459364860698,源性#SPLIT#身体信号#SPLIT#分为心源性#SPLIT#心源性猝死#SPLIT#心源性肺
JFUdnnpHT,【重要提醒！#这周日上班#】进入2月份，就意味着马上就要过年了。#再过10天就是除夕了#，但不得不提醒大家：本周日（2月7日）要上班，春节放假后的周六（2月20日）还是要上班。  原图 ,2021-02-01,458132,8115,18785,30.28035089375416,放假上班#SPLIT#意味着马上#SPLIT#不得不提醒#SPLIT#马上过年#SPLIT#提醒上班
JFL4C31jz,【#疫情致整体入睡时间延迟2到3小时#】调查显示，当下我国#超3亿人存在睡眠障碍#，其中超3/4的人晚11点以后入睡，近1/3的人熬到凌晨1点以后才能入睡。特别过去一年受新冠肺炎疫情影响，人们居家时间变多，但整体入睡时间延迟了2到3小时，对睡眠问题的搜索量增长了43%。你一般几点入睡？ http://t.cn/A65Cb6L2 ,2021-01-31,290546,13687,13959,30.12996219614893,整体入睡#SPLIT#以后入睡#SPLIT#入睡时间延迟#SPLIT#冠肺炎#SPLIT#时间延迟小时
JF8be2i66,【符合出行条件，#持核酸检阴性结果到目的地后不需隔离#】国家卫健委疾病预防控制局发布通知，符合出行条件的人员持有效新冠病毒核酸检测阴性结果到达目的地后不需要隔离，到达目的地后做好个人健康监测。如果出现发热、干咳、咽痛、嗅（味）觉减退、腹泻等身体不适症状，及时到医院就诊。符合文件规定出行条件的出行人员为：①高风险地区人员或近14天内有高风险地区旅居史人员春运期间不流动。②中风险地区人员或近14天内有中风险地区旅居史人员春运期间原则上不流动；如确需出行，须经当地疫情防控指挥部批准，并持有72小时内有效新冠病毒核酸检测阴性结果。③中、高风险地区所在地市的其他人员春运期间省际、市际出行，须持7日内有效新冠病毒核酸检测阴性结果。④14日内有发热、咳嗽、咽痛、腹泻、味觉嗅觉减退等临床症状之一者，尽量避免非必要出行。低风险地区的进口冷链食品从业人员、口岸直接接触进口货物从业人员、隔离场所工作人员等重点人群确需省际、市际出行的，以及跨省返回农村地区的返乡人员，应当持7日内有效新冠病毒核酸检测阴性结果。其他人员应当持健康通行码“绿码”出行，在体温正常且做好个人防护的前提下有序流动。 原图 ,2021-01-27,247187,8210,20984,30.149526991209363,高风险地区#SPLIT#人员春运期间#SPLIT#风险地区#SPLIT#做好个人#SPLIT#出行条件
JEHBoil6Z,【#人民日报四问通化物资配送问题#】吉林通化市回应@人民日报 ：①目前通化市粮油菜肉蛋奶等基本生活物资储备充足，不存在短缺现象；②#通化装配蔬菜包以市场半价直送家中#；③#通化计划组织7000多人为封闭小区配送物资#；④通化市民可携近期2次核酸阴性证明，报名当志愿者。（人民日报记者李家鼎）  原图 ,2021-01-24,318236,9503,16810,30.089426944749867,包以市场#SPLIT#半价直#SPLIT#可携核酸#SPLIT#吉林通化市#SPLIT#核酸阴性
JEz0I3Ui9,【#你好，明天#】敦煌阳关林场被指遭“剃头式”砍伐，甘肃已成立调查组。期待查个水落石出，绝不容数代人努力毁于急功近利。“欲守敦煌，先守阳关”，一旦阳关的绿色长城被毁，拿什么护佑敦煌？生态环境保护，功在当代、利在千秋，一定要算大账、算长远账、算综合账！#人民日报评敦煌防护林被毁#http://t.cn/A65Lpmeq ,2021-01-23,832317,42758,30741,32.979397522859244,账算#SPLIT#不容数代#SPLIT#先守阳关#SPLIT#剃头式#SPLIT#功在当代利在千秋
JEmyp2hgl,【#无锡一份进口车厘子表面检测阳性#】据江苏无锡市梁溪区疾控中心通报：1月21日，我中心在对进口食品开展常态化监测中，发现一份进口车厘子（生产日期：2020.12.18）内表面核酸检测阳性。区防疫指挥部立即启动应急预案，第一时间赶赴现场处置。经查，该批次食品部分流往市内梁溪区、惠山区和滨湖区。区指挥部及时落实流行病学调查、核酸采样、密切接触者集中隔离、剩余食品封存、环境全面消杀等措施，梁溪区、惠山区和滨湖区共采集环境、物品、人员标本199份，检测结果均为阴性。http://t.cn/A654fsEP [组图共2张] 原图 ,2021-01-22,304811,8196,18970,30.101248913231043,进口车厘子#SPLIT#检测阳性#SPLIT#惠山区滨湖区#SPLIT#梁溪区惠山区#SPLIT#密切接触集中
JEcm4l1OX,【#上海报告3例本地确诊病例#】21日下午，上海举行新冠肺炎疫情防控新闻发布会，上海市卫健委主任邬惊雷通报，1月21日，上海报告3例新冠肺炎本土确诊病例。病例1，李某某，男，56岁。1月20日下午15点左右，复旦大学附属肿瘤医院在对医院外包后勤保障人员开展新冠病毒核酸例行检测中，发现有一份10人混检的样本检测结果可疑。1月21日凌晨，病例1的样本经市疾控中心复核，核酸检测结果为阳性。病例2，周某某，男，53岁，与病例1系住同一小区的邻居。上海交通大学医学院附属仁济医院1月20日下午在对医院相关人员开展新冠病毒核酸例行检测中，发现有一份10人混检的样本检测结果可疑，1月21日凌晨，病例2的样本经市疾控中心复核，核酸检测结果为阳性。病例3，田某某，女，48岁，系病例1的朋友。1月21日凌晨，市疾控中心在对病例1的密接者排查中发现病例3新冠病毒核酸检测阳性。http://t.cn/A65ymVip http://t.cn/A65y13Tf ,2021-01-21,150506,17702,17966,30.43680986398281,新冠#SPLIT#确诊病例#SPLIT#人员开展#SPLIT#冠肺炎#SPLIT#报告例
JEbmoDKQT,【超给力！#东北财经大学包机送大学生回家#】20日，位于大连的东北财经大学正式开启寒假。在大连市的支持下，东财为回家的学生提供了包机、高铁专列、点对点送站服务。1月20日至23日，11899名东财学生分四批离校。其中，学校安排了3架包机分别飞往太原和兰州，值机托运候机还有专用通道。（中国青年报）http://t.cn/A65L1IE2 ,2021-01-21,360560,11006,14092,30.034145177222747,专列点对点#SPLIT#东北财经大学包机#SPLIT#东北财经大学正式#SPLIT#东财回家#SPLIT#东财学生
JE70UmQ7K,【#国家卫健委回应春节返乡问题#】①#返乡人员指从外地返回农村地区人员#；②返乡人员可在出发地或目的地的任意一家有核酸检测资质的医疗机构、疾控机构或第三方机构检测；③返乡后由村委会查验；④持核酸检测阴性证明返乡时间为1月28日—3月8日；⑤#返乡不满14天以实际返乡时间居家监测#。转发周知！  [组图共7张] 原图 ,2021-01-21,219897,10633,20191,30.291833882804838,核酸检测#SPLIT#返乡时间#SPLIT#返乡人员#SPLIT#出发地目的地#SPLIT#医疗机构疾
JE6Pb69Mi,【国家卫健委：#返乡人员指从外地返回农村地区人员#】日前，《冬春季农村地区新冠肺炎疫情防控工作方案》对农村地区及返乡人员相关防疫工作进行部署。工作方案所指返乡人员包括哪些人群？国家卫生健康委回应：工作方案所指返乡人员是指从外地返回农村地区的人员。主要包括：一是跨省份返乡人员；二是来自本省内中高风险区域所在地市的返乡人员（中高风险区域内部人员原则上不流动）；三是本省内的进口冷链食品从业人员、口岸直接接触进口货物从业人员、隔离场所工作人员、交通运输工具从业人员等重点人群。（新华视点） 原图 ,2021-01-20,555504,7733,46898,31.7008253649961,返乡人员#SPLIT#农村地区#SPLIT#工作方案#SPLIT#高风险区域#SPLIT#中高风险
JE4Yvieqj,【#春节农村返乡要14天居家健康监测#，#农村返乡每7天做一次核酸检测#】国务院应对新冠疫情联防联控机制综合组和中央农村工作领导小组办公室制定《冬春季农村地区新冠肺炎疫情防控工作方案》。方案指出，返乡人员需持7天内有效新冠病毒核酸检测阴性结果返乡，返乡后实行14天居家健康监测，期间不聚集、不流动，每7天开展一次核酸检测。各乡镇（街道）、行政村（居委会）落实责任制，对返乡人员实行网格化管理，做好登记造册、健康监测和异常状况处置等工作。http://t.cn/A65LRbGS 原图 ,2021-01-20,412816,9976,49805,31.89725366667418,新冠#SPLIT#核酸检测#SPLIT#农村返乡#SPLIT#返乡人员#SPLIT#居家健康
JCJcq9vJ1,【正在直播：#山西晋中疫情防控发布会#】1月11日晚，山西晋中市召开疫情防控工作新闻发布会，介绍疫情防控相关情况。@人民日报 带你看现场，一起关注！ 人民日报的微博视频  ,2021-01-11,185528,3875,46797,30.45843583345666,疫情防控#SPLIT#山西晋中#SPLIT#山西晋中市#SPLIT#晋中疫情#SPLIT#晋中市召开
